Title,Author,Year,Source title,Cited by,Document Type,Language,Testo della Ricerca
"A conceptual model of integrated STEM education in K-12","Wong G.K.W.; Huen J.H.M.","2017","Proceedings of 2017 IEEE International Conference on Teaching, Assessment and Learning for Engineering, TALE 2017","2","Conference paper","EN","Unlike traditional education experiences in which students' focus on individual subject areas separate from other subject areas, STEM education emphasizes on combining different subject areas in a way that integrates them together, connecting different disciplines together, and relating them to each other practically and coherently. STEM education has become such a global trend that an increasing amount of countries have realized that humanity's future will be built on our capacity for innovation, invention, and creative problem-solving. To implement STEM education in schools, many countries have tried a variety of different strategies. The situation is no different in Hong Kong. There is a distinct lack of a coherent understanding of STEM education and on how to implement STEM courses inside of the curriculums. This paper will establish and propose a framework to provide concrete references and examples to schools in Hong Kong for integrating STEM courses into their curriculums. This article will also discuss a variety of suggestions related to STEM education; including the development and training of educational professionals will be considered. © 2017 IEEE."
"FIE 2016 special session-designing the engineer's way","Donohue S.K.; Richards L.G.","2016","Proceedings - Frontiers in Education Conference, FIE","1","Conference paper","EN","This special session will introduce participants to our method for supporting integrative learning about key science and math concepts via engineering design challenges. Engineering Teaching Kit (ETKs) are self-contained STEM education standards-based units grounded in the constructivist philosophy of education and the principles of guided inquiry and active learning. An ETK introduces P-12 students to real-world constraints engineers must consider in developing their designs such as budget, cost, time, risk, reliability, safety, and customer needs and demands. Finally, due to their inherent interdisciplinary approach, the use of ETKs also encourages the integration of other subjects in the curriculum, such as history and language arts, into lesson plans, leading to an efficient and reinforcing project-based learning environment. The featured design challenge is from our newest ETK, Trash Sliders. Students learn about force and motion while designing a vehicle with a suspension system that will allow the vehicle to navigate rough terrain while retaining its payload. The vehicle is constructed from every day items considered trash, thereby bringing considerations of sustainability and meta-recycling into the conversation. The ETK was purposefully designed to be low-cost and accessible. This special session is for those interested in exploring a philosophy of engineering education that stresses an integrative, project-based approach to instruction and practice grounded in design, the fundamental process of engineering. This material will also be presented at the inaugural FIE K-12 Workshop. © 2016 IEEE."
"Faster pedagogical framework for steam education based on educational robotics","Damaševicius R.; Maskeliunas R.; Blažauskas T.","2018","International Journal of Engineering and Technology(UAE)","12","Article","EN","Globalization and sustainable development requires shifting education targets from acquisition of structures knowledge to the mastery of skills. Robot-aided learning can used as a tool of creativity in AHSS (Arts, Humanities and Social Sciences) classes thus attracting the attention of learners to cross-disciplinary subjects with elements of STEM (Science, Technology, Engineering, and Mathematics), which is expanded to STEAM (STEM + All). The presented FASTER pedagogical framework is based on the combination of project-based teaching, educational robotics and team based learning for achieving educational aims and supporting creativity in class. We describe the practical use of the framework in a university course, with specific examples of student projects. Finally, we discuss the educational implications of the framework and beyond. © 2018 Authors."
"Promoting creativity, innovation and engineering excellence: A case study from Sri Lanka","Weerawarana S.M.; Perera A.S.; Nanayakkara V.","2012","Proceedings of IEEE International Conference on Teaching, Assessment, and Learning for Engineering, TALE 2012","5","Conference paper","EN","We present the design of a software engineering project course targeted towards fostering innovation and creativity and in instilling a sense of software engineering rigor in students. The discussion includes our experiences in conducting this course over the past three years for the students following the Bachelor of Engineering (Honors) degree program in the Department of Computer Science and Engineering of the Faculty of Engineering at the University of Moratuwa. We describe the challenges we faced and our approaches towards addressing such issues as well as our encouraging successes. © 2012 IEEE."
"STEM and technology education: international state-of-the-art","Ritz J.M.; Fan S.-C.","2015","International Journal of Technology and Design Education","99","Article","EN","This paper reports the perceptions of 20 international technology education scholars on their country’s involvement in science, technology, engineering, and mathematics (STEM) education. Survey research was used to obtain data. It was found that the concept of STEM education is being discussed differently by nations. Some consider STEM education to be the improved teaching of the separate subjects of STEM. Others believe STEM should be taught using an integrative subjects approach. Many believe it is a combination of both of these approaches. Different countries are exploring STEM because of political and economic pressures and because some believe it is a means to improve the delivery of this knowledge. The development of a STEM agenda is mixed. In many countries there have been discussions about STEM education, but little action has been undertaken to modify educational systems to deliver this form of education/instruction. Countries are providing professional development experiences to show teachers how to incorporate STEM into their teaching practices. © 2014, Springer Science+Business Media Dordrecht."
"The effect of a climate change monitoring program on students' knowledge and perceptions of STEAM education in Korea","Jeong S.; Kim H.","2015","Eurasia Journal of Mathematics, Science and Technology Education","32","Article","EN","Korea has recently started to implement a STEM-like approach in K-12 education, titled STEAM (Science, Technology, Engineering, Arts, and Mathematics) curriculum, to educate the next generation of students to become creative innovators. As this approach has been shown to increase educational success, it is vital to prepare and develop interest in middle school students to participate in STEAM subjects-related learning opportunities. This study examined the impact of hands-on global climate change monitoring projects whose curriculum was designed based on the six structured inventive thinking (SSIT) approach that can facilitate the development of the knowledge of STEAM content and investigate the perceptions of STEAM subjects by middle school students. The participants in the study were sixty-eight grade 7 students from a middle school in Seoul, Korea. Employing a quasi-experimental research design, the participants were measured on their STEAM knowledge and perceptions before and after participation. The findings indicate that students who participated in global climate change monitoring activities reported gains in their STEAM content knowledge and showed an improvement in their perceptions of STEAM subjects. The latter finding was more pronounced for female students who had significantly higher science achievement and positive perceptions of the STEAM program than for male students. The results of this study suggest that carefully designed projects comprised of SSIT-based environmental activities can be effective in STEAM education at the middle school level. © 2015 by iSER, International Society of Educational Research."
"Writing learning objectives that engage future engineers: Hands-on & minds-on learning activities","Barnes S.K.","2015","Proceedings of the 43rd SEFI Annual Conference 2015 - Diversity in Engineering Education: An Opportunity to Face the New Trends of Engineering, SEFI 2015","0","Conference paper","EN","One of the first steps in planning engaging, integrated Science, Technology, Engineering, Mathematics (STEM) instruction for primary grade children is to determine the learning objectives for the young learners. From clearly developed objectives, educators can select appropriate materials and activities to stimulate student interest, and to develop assessments to document the impact on student learning. Engaging students in interesting engineering learning experiences early is critical for motivating them to pursue engineering careers and to eventually serve as mentors to other future engineers. The impact data are critical for providing evidence of teacher effectiveness and of student achievement, information that can serve to motivate teachers and students to continue their engineering education. Two types of learning objectives will be discussed in this paper. The first type includes objectives for student skill development. These objectives are typically skills that are directly observable (e.g., the student will build, the student will create). The second type is what one can refer to as thinking objectives and are more hands-on &minds-on and less easily observed (e.g., the student will compare, the student will explain). For each kind of objective, teachers need to develop behavior indicators. These indicators can include language, such as specific scientific or mathematical vocabulary, that they expect students to use while engaged with particular materials, or behaviors that teachers expect to see, such as collaborating to accomplish a task or sharing materials. Assessments of STEM activities are unlike assessments in a specific content area where the teacher is looking for the student to demonstrate mastery in a math skill such as one-to-one correspondence. STEM activities, by their very nature, integrate many skills and learning objectives across the disciplines. The objectives and outcomes are not always clearly mapped to one of the four STEM disciplines, science, technology, engineering, and math, but are often cross-curricular in nature, addressing content, practices, and skills from not only the STEM disciplines, but also from others such as language arts and social studies. Curriculum planners and teachers using the standards from the various disciplines are presented with rich opportunities for observing student achievement during STEM activities. Examination of crosscutting concepts [1] reveals that ideas and practices of technology (system models, mechanisms and prediction) and engineering (structure and function), are integral to STEM education. Decisions on what goals and objectives to assess should be based not only on standards, but also on data that teachers have from diagnostic assessment results that provide information regarding what students are ready to learn and what students are interested in learning. This paper describes a process of developing meaningful, hands-on &minds-on objectives that willstimulate student interest in engineering, and support planning, instruction, and assessment of STEM learning experience in the primary classroom."
"Merging remote laboratories and enquiry-based learning for STEM Education","Maiti A.; Maxwell A.D.; Kist A.A.; Orwin L.","2014","International Journal of Online Engineering","9","Article","EN","Practical learning activities are effective ways to increase the interest of students in Science, Technology, Engineering and Mathematics (STEM) topics. Attracting school students to STEM careers is a challenge in many parts of the world. Remote Access Laboratories (RAL) allow for offsite control of state-of-the-art science and technology experiments. Such learning activities, while mostly used in universities, can also provide additional learning opportunities in schools. Current RAL technologies are targeted at undergraduate engineering education and offer limited operational autonomy. Opportunities for collaboration and experiment design are not well supported. However, both are important components of STEM education in schools. This paper discusses how RAL can be adapted to better support enquiry based learning in the context of STEM education. The limitations of current architectures are discussed and approaches to address these are presented."
"Use of games in a model hydroelectric power plant to foster interest in STEM education","Graven O.H.; Samuelsen D.A.H.","2012","2012 15th International Conference on Interactive Collaborative Learning, ICL 2012","0","Conference paper","EN","The system described in this paper is created as a demonstration aimed at pupils in secondary schools and further education, for energy conversion as is done in hydroelectric power plants. In order to engage and motivate the users, a games based approach is implemented to encourage the pupils to use the system and not only be passive viewers of a demonstration of the principles involved. A full set of requirements, design and implementation is described. The system has been tested on multiple groups of pupils over the last two years. © 2012 IEEE."
"STEAM: Education and communication with Art at ATLAS and CMS","Paolucci P.; Alexopoulos A.; Hoch M.; Adam-Bourdarios C.","2016","Proceedings of Science","4","Conference paper","EN","Recent developments in science education policy and practice suggest that successful learning in the 21st century requires the horizontal connectedness across areas of knowledge by linking the arts and humanities with science, technology, engineering and mathematics (STEM) subjects. The rapidly increasing STEAM movement calls for arts integration into science teaching and learning to help school students develop skills that are necessary to thrive in an innovation economy. Education and outreach in highenergy physics are not an exception to these developments. This paper describes specific education and outreach initiatives by the ATLAS and CMS collaborations that use a cross-disciplinary approach to engaging the public and especially young people not only with the excitement of scientific research in particle physics but also with its positive technological and social externalities. © Copyright owned by the author(s)."
"The Impact of a Multi-Year, Multi-School District K-6 Professional Development Programme Designed to Integrate Science Inquiry and Language Arts on Students' High-Stakes Test Scores","Shymansky J.A.; Wang T.-L.; Annetta L.A.; Yore L.D.; Everett S.A.","2013","International Journal of Science Education","5","Article","EN","This paper is a report of a quasi-experimental study on the impact of a systemic 5-year, K-6 professional development (PD) project on the 'high stakes' achievement test scores of different student groups in rural mid-west school districts in the USA. The PD programme utilized regional summer workshops, district-based leadership teams and distance delivery technologies to help teachers learn science concepts and inquiry teaching strategies associated with a selection of popular science inquiry kits and how to adapt inquiry science lessons in the kits to teach and reinforce skills in the language arts-i.e. to teach more than science when doing inquiry science. Analyses of the school district-level pre-post high-stakes achievement scores of 33 school districts participating in the adaptation of inquiry PD and a comparative group of 23 school districts revealed that both the Grade 3 and Grade 6 student-cohorts in the school districts utilizing adapted science inquiry lessons significantly outscored their student-cohort counterparts in the comparative school districts. The positive school district-level high-stakes test results, which serve as the basis for state and local decision making, suggest that an inquiry adaptation strategy and a combination of regional live workshop and distance delivery technologies with ongoing local leadership and support can serve as a viable PD option for K-6 science. © 2013 Copyright Taylor and Francis Group, LLC."
"Rethinking STEM education: An interdisciplinary STEAM curriculum","Madden M.E.; Baxter M.; Beauchamp H.; Bouchard K.; Habermas D.; Huff M.; Ladd B.; Pearon J.; Plague G.","2013","Procedia Computer Science","126","Conference paper","EN","The State University of New York at Potsdam, with support from Lockheed Martin, has developed a multidisciplinary program intended to foster creative thinking by combining studies in the arts, humanities, and STEM fields. The College has a long tradition of innovative education in the arts, natural and social sciences, computer science, and mathematics. This ""STEAM"" approach will support the development of versatile professionals for the evolving workplace. To develop this program, a team of STEAM faculty members examined existing literature on the development of creativity as well as multidisciplinary models in industry, business, and education. Through academic restructuring of traditional educational models, this curriculum will be at the forefront of engaging learners in team-based multidisciplinary problem solving through mentoring, learning communities, research projects, and partnerships with outside agencies. The program is a model for the education of scientists who will be able to create innovations in modern science and technology necessary to address the complex problems facing human society. © 2013 The Authors. Published by Elsevier B.V."
"Smart textile as a creative environment to engage girls in technology","Reimann D.","2015","Analyzing Art, Culture, and Design in the Digital Age","1","Book chapter","EN","In the context of the convergening media technologies, the concept of mobile media embedded in wearable material was introduced. The terms of Wearable Computing, Fashionable Technology, and Smart Textile became key words at the intersection of media, art, design, computer science, engineering and the shaping of technology by the users themselves. Though media artists and designers explore wearable computing for some time now, only little research has been undertaken into Smart Textile in education in Germany (e.g., the after school workshop program held at DiMeB at the University of Bremen). However, Smart Textile is not common at school, especially not in the context of artistic processes in general MINT (MINT is a DEacronym for the subjects of Mathematics, Computer Science, and Technology) education in classroom settings. In order to research the interplay of electronic textiles, wearable technology, hard and software tools, such as the Arduino LilyPad, a programmable board designed for stitching into clothing and flexible applications, are scrutinized. In the research project, contemporary media art works in the field of Fashionable Technology are explored to inpire interdisciplinary technology education form an artistic perspective. A learning-through-design-approach using electronic media for sewing, hacking the traditional model of technology education (Reimann, Daniela, Fütterer Werner, Biefang, & Sebastian, 2010). In the paper, the conceptual framework for the research project ""Artistic approaches to Engage Girls and Young Women in Technology and Engineering in Education at School and University (Acronym: IBP-GirlsLab)"" is presented. It aims to engage girls in technology and engineering by integrating artistic processes as well as a more playcentric approach to technology and engineering education in order to engage girls in shaping technology, is discussed. © 2015, IGI Global. All rights reserved."
"Enhancing the CS1 student experience with gamification","Sprint G.; Cook D.","2015","ISEC 2015 - 5th IEEE Integrated STEM Education Conference","18","Conference paper","EN","Introductory courses offer several opportunities to inspire students to pursue a degree in STEM majors. Attracting and retaining students involves engagement and enjoyment at the individual, team, and class level. We explored the effects of these factors with a gamified approach to programming practice in an introductory computer science course. Gamification involves the use of game design elements in a non-game context to engage and motivate students. We present a novel learning game and the results of play-testing with 12 CS1 students. Students were surveyed prior to and after the gamified programming session. Positive feedback was obtained from the students and the educators observed high participation, interaction, and successful team programming efforts. We objectively report student satisfaction with the game, lessons learned by the educators, and suggest future work for stimulating students in introductory STEM courses. © 2015 IEEE."
"Implementing technology education in Finnish general education schools: studying the cross-curricular theme ‘Human being and technology’","Järvinen E.-M.; Rasinen A.","2015","International Journal of Technology and Design Education","17","Article","EN","In 2009 the Finnish Ministry of Education and Culture assigned the National Board of Education with the task of carrying out a nationwide evaluation of all seven cross-curricular themes. The evaluation is one of the largest education evaluation projects the National Board of Finland has ever organised. The present authors were invited to evaluate the theme “Human Being and Technology”. Data were collected during fall 2010 with ninth-grade pupils (the last grade in Basic School) around Finland answering the questionnaires. The questionnaire was completed by 1,181 (both Finnish and Swedish speaking) grade-nine pupils. The main focuses of the study are: (1) pupils’ knowledge about technology, (2) pupils’ attitudes towards technology, and (3) pupils’ activity know-how of technology. It seems that the development of technological ideas has not been implemented at all in HBT cross-curricular teaching, even though this particular section of the cross-curricular theme could have introduced something new and concrete that would steer pupils towards innovativeness and creativity. Paying more attention to this aim would better link visual art and craft education to this cross-curricular theme, particularly since it is only in visual arts and craft studies that learning of innovation processes is given as one of the learning objectives. It is particularly the contents of craft education that refer to the learning of a technological innovation process. The attitudes of youth towards technology and the development of technology were in line with the objectives of the national framework curriculum, yet the wide-ranging utilization and application of technology, let alone the further development of technology, has not been made possible, neither in this particular cross-curricular theme nor in school routines. A positive observation, however, was that the majority of young people understood the connection between technology and manual skills. © 2014, Springer Science+Business Media Dordrecht."
"Transforming institutions: Undergraduate STEM education for the 21st century","Weaver G.C.; Burgess W.D.; Childress A.L.; Slakey L.","2015","Transforming Institutions: Undergraduate STEM Education for the 21st Century","19","Book","EN","Higher education is coming under increasing scrutiny, both publically and within academia, with respect to its ability to appropriately prepare students for the careers that will make them competitive in the 21st-century workplace. At the same time, there is a growing awareness that many global issues will require creative and critical thinking deeply rooted in the technical STEM (science, technology, engineering, and mathematics) disciplines. However, the existing and ingrained structures of higher education, particularly in the STEM fields, are not set up to provide students with extensive skill development in communication, teamwork, and divergent thinking, which is needed for success in the knowledge economy. In 2011 and again in 2014, an international conference was convened to bring together university leaders, educational policymakers and researchers, and funding agency representatives to discuss the issue of institutional transformation in higher education, particularly in the STEM disciplines. Central to the issue of institutional transformation is the ability to provide new forms of instruction so that students can gain the variety of skills and depth of knowledge they will need. However, radically altering approaches to instruction sets in motion a domino effect that touches on learning space design, instructional technology, faculty training and reward structures, course scheduling, and funding models. In order for one piece to move, there must be coordinated movement in the others, all of which are part of an entrenched and interconnected system. Transforming Institutions brings together chapters from the scholars and leaders who were part of the 2011 and 2014 conferences. It provides an overview of the context and challenges in STEM higher education, contributed chapters describing programs and research in this area, and a reflection and summary of the lessons from the many authors’ viewpoints, leading to suggested next steps in the path toward transformation. © 2016 by Gabriela C. Weaver, Wilella D. Burgess, Amy L. Childress, and Linda Slakey."
"cSELF (computer science education from life): Broadening participation through design agency","Bennett A.; Eglash R.","2014","STEM Education: Concepts, Methodologies, Tools, and Applications","0","Book chapter","EN","The phrase ""broadening participation"" is often used to describe efforts to decrease the race and gender gap in science and engineering education, and in this paper the authors describe an educational program focused on addressing the lower achievement rates and career interests of underrepresented ethnic groups (African American, Native American, and Latino students). However ""broadening participation"" can also describe the more general problem of a narrow, decontextualized form of education that can alienate all demographics. Broadening the scope of computing education can not only help address disparities in different social groups, but also make technical education more attractive to all individuals, and help us create a generation of science and engineering professionals who can better incorporate an understanding of the world into their technical work. The program the authors report on, Computer Science Education from Life (cSELF) takes a modest step in this direction. Using the concept of ""design agency"" the authors describe how this merging of abstract formal structures, material creative practice, and cultural knowledge can improve underrepresented student engagement, and foster learning practices in computing that offer broader forms of social expression for all students. © 2015, IGI Global. All rights reserved."
"Technology for all: Turning a keyword into a school subject in post-war Sweden","Hultén M.","2013","History of Education","3","Article","EN","The decades following the Second World War saw strong technological development and economic growth. They also saw 'the advent of technology education', a period of extensive curriculum development in this field. But what was done and why? In order to obtain a better understanding of the historical roots of technology education, in this study the mid-century school reforms in Sweden are examined and, more specifically, the birth of the new subject of Technology (Teknik) in compulsory schools. In this article, the political forces driving the introduction and shaping of this new subject are emphasised. In a time of rapid transformations of educational systems and labour markets, the term Teknik proved to be a useful concept for policy-makers and reform technocrats. However, the subject came to re-create the inequalities of the earlier differentiated school system, despite its presence within the framework of a school 'for all'. © 2013 Taylor & Francis."
"Integration of media design processes in science, technology, engineering, and mathematics (Stem) education; [Fen, teknoloji, mühendislik ve matematik (FeTeMM) eğitimine medya tasarım süreçlerinin entegrasyonu]","Karahan E.; Canbazoglu Bilici S.; Unal A.","2015","Eurasian Journal of Educational Research","31","Article","EN","Problem Statement: Science, technology, engineering and mathematics (STEM) education aims at improving students’ knowledge and skills in science and math, and thus their attitudes and career choices in these areas. The ultimate goal in STEM education is to create scientifically literate individuals who can survive in the global economy. The identification of new learning outcomes, curriculum programs, and teaching practices needs to be clarified by the STEM education community. Media design processes are a potential teaching method in STEM education that requires learners to design digital media artifacts using a variety of technological tools. Purpose of the Study: This study investigates the impact of science, technology, engineering, and mathematics (STEM) integrated media design processes on 8th grade students’ attitudes toward science and technology classes, as well as their views about these design processes in after-school science activities. In addition, it demonstrates the opinions of the classroom teacher regarding the integration of media design processes in science classes. Method: Using an action research design, 21 secondary students from a public school participated in this 14-week study. The quantitative data that was collected from the student attitude survey for science and technology classes was analyzed using the Wilcoxon signed-rank test, while the qualitative data (student artifacts, PSA forms, semi-structured interviews, and field notes) was analyzed through open coding and thematic analysis respectively. Findings and Results: The findings indicated that STEM-integrated media design processes positively impacted the participating students’ attitudes toward science and media design activities. In addition, students were more motivated and engaged in the media design processes, which improved their learning of science content and participation in class discussions. Conclusion and Recommendations: The literature in STEM education calls for new curricular activities and teaching practices as well as the integration of art in STEM. In addition, the visual technology industry in this century creates a job market for the STEM-literate people who are able to apply their knowledge of STEM fields in visual technologies and art. In response to these demands, the positive outcomes of media design processes used in this study offer an encouraging premise in meeting the objectives of STEM education. © 2015 ANI Publishing. All rights reserved."
"The landscape of PreK-12 engineering online resources for teachers: global trends","Bagiati A.; Yoon S.Y.; Evangelou D.; Magana A.; Kaloustian G.; Zhu J.","2015","International Journal of STEM Education","10","Article","EN","Background: The newly formed discipline of engineering education is addressing the need to (a) enhance STEM education for precollege students and (b) identify optimum ways to introduce engineering content starting, perhaps, from the early ages. Introducing engineering at the Prekindergarten through 12th grade (PreK-12) education level requires significant changes in teacher preparation and support. It highlights the need for developing developmentally appropriate content knowledge and pedagogical methods, thus revealing the challenges of preparing teachers to incorporate this type of knowledge base into their practice. Although professional development offered by universities, school districts, and other educational entities provides the primary source of formal learning tools for teachers, an increasing number of teachers also utilize other informal web-based resources regularly. This paper examines available PreK-12 engineering web resources offered by entities formally related to education in seven different languages, namely Arabic, CH(Mandarin), EN, French, Greek, Korean, and ES. Results: Findings showed how different educational systems designated different attention to the entry level ages when introducing engineering content. Differences in the terminology used to identify STEM resources for introducing these topics also became apparent. Similarities suggest that a large number of resources available on the web were originating in all researched languages. However, the developmental appropriateness and content validity of many of these resources remained questionable in many cases. In general, there was a plethora of isolated activities and lesson plans but significantly fewer complete engineering curricula available to teachers on the web. Conclusions: This study presents a comparative analysis of the international landscape of PreK-12 engineering education and provides guidelines and samples of state-of-the art resources in each language for teachers interested in introducing their students to engineering as a reliable starting point towards PreK-12 engineering information gathering. © 2015, Bagiati et al.; licensee Springer."
"Design to manufacture - Integrating STEM principles for advanced manufacturing education","Flynn E.P.","2012","IEEE 2nd Integrated STEM Education Conference, ISEC 2012","12","Conference paper","EN","The community and technical college systems possess unique opportunities to showcase the integration of Science, Technology, Engineering, (Art), and Math (STE(A)M) programs into cohesive, collective, and collaborative learning environments. It will be shown that involvement from separate disciplines within STEM fields facilitates a learning environment greater than the sum of its individual parts. The essential challenge to take theory shown in class, to a fully realizable product, produced in a college laboratory will be explored. A distinction between classical and modern manufacturing engineering processes will be defined. In a design study, we will look at the fundamental engineering principles of an internal combustion intake manifold system to showcase the central integration of design within STEM education. Computational fluid dynamics (CFD) simulation software will showcase that artistic design can improve the dynamics of a component. Finally, it will be shown that STEM project/product design need to be developed around advanced manufacturing techniques, ignoring the limitations of conventional machining. © 2012 IEEE."
"Using science fiction to motivate learning and innovation","Sweeney M.","2014","Proceedings of the International Astronautical Congress, IAC","0","Conference paper","EN","This paper discusses innovative approaches for the space industry to contribute to space education through partnerships with the science fiction industry. Unlike any genre, science fiction inspires imagination, innovation, and positive progress. It draws young people to the disciplines of science, technology, engineering, and math, and challenges them to make artistic visions into scientific reality. Among science fiction's creators, Jules Verne first imagined electric submarines, television newscasts, and video conferencing in his works. Arthur C. Clarke imagined modern-day telecommunication satellites. Isaac Asimov's works influenced our expectations for robotic technology. No doubt many space missions were also influenced by science fiction. The paper provides a brief history of space and science fiction industry partnerships, and explores new partnership opportunities for the coming decade. In particular, the paper will discuss how the space industry and the world's first comprehensive science fiction museum are working together to promote space education through science fiction. The paper presents an overview of the new Museum of Science Fiction's educational mission with emphasis on the role of industry partners in contributing to its programming and outreach efforts. The Museum of Science Fiction's educational mission is to use science fiction to inspire and motivate careers in science, technology, engineering, arts, and math. The scope of the museum's educational program is broad and designed to reach learners of all ages, from pre-kindergarten through higher education. Through interactive exhibits, project-based learning, and in-house programming, the museum leverages donations of talent, artifacts, and funds. The museum's partnership efforts also include concerted community outreach and advocacy to increase: the quality of STEM education, support for early stage technology development, and hands-on technology projects for early career individuals. By supporting space education through science fiction, the industry could increase the STEM education and workforce pipelines, and improve workforce retention. Copyright ©2014 by the International Astronautical Federation. All rights reserved."
"CEUR Workshop Proceedings","","2015","CEUR Workshop Proceedings","0","Conference review","EN","The proceedings contain 7 papers. The topics discussed include: Make2Learn: fostering engagement and creativity in learning through making; teaching product design students how to make everyday things interactive with Arduino; a maker approach to computer science education: lessons learned from a first-year university course; games fostering co-creativity in learning as contributions to the 'maker movement'; making interactive board games to learn: reflections on any-board; designing creative programming experiences for 15 years old students; and use of augmented reality in terms of creativity in school learning."
"Improving ECE education in Sub-Saharan African countries using the mobile studio technology and pedagogy","Astatke Y.; Scott C.J.; Ladeji-Osias J.O.; Connor K.A.; Yitbarek S.F.; Sweets Jr. A.E.; Moazzami F.","2013","ASEE Annual Conference and Exposition, Conference Proceedings","3","Conference paper","EN","In today's global and highly competitive world, human capital has been so important that finding, developing, and retaining highly qualified workers, that can function in high demand and high growth sectors such as Science Technology Engineering and Mathematics (STEM) is very critical. The higher education sector of Africa has been decimated by the lack of funding and shortage of qualified instructors [1]. The shortage is magnified in STEM areas that require advanced training for the instructors and expensive equipment to conduct the hands-on laboratories. The lack of dependable laboratory equipment, especially in engineering education, has led higher education institutions in developing nations to focus more on the theoretical aspect of STEM education as compared to the practical applications. A possible solution to the problem is to develop collaborations with higher education institutions in the developed nations to provide targeted training on new pedagogy and state of the art mobile laboratory technology that will allow universities in Africa to teach STEM subjects with hands-on activities at a fraction of the cost of the regular equipment. This paper will discuss the results of an on-going three year collaboration between the Electrical and Computer Engineering (ECE) departments of Morgan State University (MSU) and two universities in Ethiopia, Addis Ababa Institute of Technology (AAiT) and the Hawassa University Institute of Technology (iOTech-HU). The collaboration was based on the implementation of the Mobile Studio IOBoard™ (MS-IOBoard), which is a small, inexpensive hardware platform for use in a home, classroom or remote environment. When coupled with the Mobile Studio Desktop™ software, the system duplicates a large amount of the hardware valued at thousands of dollars. The project's major goal was to enable hands-on exploration of ECE principles, devices, and systems that have historically been restricted to expensive laboratory facilities that are not readily available in most engineering schools in developing countries. The results of the collaborations have so far been very promising. The students enrolled in the ECE programs at AAiT and iOTECH-HU have been able to use the new mobile instrumentation and pedagogy to work on new laboratory experiments and advanced projects. If successful, this approach can serve as a model of efficient and cost-effective collaboration between engineering schools in the USA and Africa that can be used to improve ECE education in developing countries. © American Society for Engineering Education, 2013."
"Technology as the language of schooling: Utopian visions of technology in Swedish general education in the 1960s","Hultén M.","2013","International Journal of Technology and Design Education","5","Article","EN","In the state-of-the-art Glass Project run by the Swedish National Agency for Education during the second half of the 1960s, a new type of comprehensive technology education was developed. The project had little impact on school practice and was soon forgotten about. However, the project is interesting from several points of view. First, it elaborated an interesting curricular idea where school activities were to centre around technology, thus creating a meaningful whole for the pupils, a sort of ""language of schooling"". Second, the Glass Project illustrates a utopian logic of educational reform. The school had become an important area of reform in the mid-twentieth century, and in this the pedagogy of the ""old school"" was heavily criticised. Technology education clearly became a tool for progressive ideas in Sweden in the 1960s. © 2012 Springer Science+Business Media B.V."
"A comparative (pre and post) analysis of pre-service STEM educators' perceptions of designing activity to inform educational practice (research to practice - Strand: Other)","Crehan M.; Seery N.; Canty D.; Lane D.","2014","ASEE Annual Conference and Exposition, Conference Proceedings","0","Conference paper","EN","The role of design based STEM education is to foster and develop a range of transferable skills, values and knowledge which will be appropriate in solving problems1. Conventionally, these skills are promoted through design based learning tasks where students conceive, create and communicate their solutions to the problems posed2. Promoting a linear approach to a task which is dynamic and fluid stifles the creative ingenuity of students and presents unauthentic evidence of the design process3. In developing higher order thinking skills, through the design task, students are encouraged to record their design evolution primarily for the purpose of assessment. A stratified sample (n= 15) was taken from a cohort of first year undergraduate students enrolled on a four year initial technology teacher education programme. The study investigates the beliefs and values held by the students regarding the value they place on learning through design and the value they place on the stages of the design process. Students created their own personal conception of a theoretical framework that captured the stages and functions of their personal design journey. The frameworks were modelled by students, based on their beliefs pre and post their engagement in a semi-open design based task. The results presented highlight a shift in the value placed on the process of learning through design from students' initial understanding and their experience of designing following their engagement in the design task. © American Society for Engineering Education, 2014."
